Acuracia_Teste,Acuracia_Treino,Precisao_Teste,Precisao_Treino,F1_Teste,F1_Treino
0.6651982378854625,0.9073724007561437,0.6487247765281533,0.9088971384688228,0.6497092758721479,0.9060641264268819
0.6607929515418502,0.9073724007561437,0.6449822025427808,0.9079220537181842,0.6468654829744659,0.9064786792621202
0.6563876651982379,0.9073724007561437,0.6399887103521519,0.9086353025808709,0.6416044658887584,0.9056250134852604
0.6651982378854625,0.9073724007561437,0.6499995246166641,0.9105870233618192,0.6497987167159738,0.9061571017059655
0.6563876651982379,0.9073724007561437,0.6402365077089801,0.908543903636124,0.6414791861114405,0.9057374123647006
0.6696035242290749,0.9073724007561437,0.6519572826330802,0.9072893279091666,0.6537465006516788,0.9045588564269325
0.6563876651982379,0.9073724007561437,0.6383742730273623,0.907836906205336,0.6410961177337351,0.9062565576602073
0.6607929515418502,0.9073724007561437,0.6471775198503792,0.9091322629522,0.647207806487638,0.9059232476525395
0.6563876651982379,0.9073724007561437,0.6402365077089801,0.9088085642455265,0.6414791861114405,0.9056229703344686
0.6563876651982379,0.9073724007561437,0.6383742730273623,0.9084903775458035,0.6410961177337351,0.9056281073261981
0.6651982378854625,0.9073724007561437,0.6448491734234753,0.9054225464781629,0.6479434437934848,0.9040766238823505
0.6563876651982379,0.9073724007561437,0.6399887103521519,0.9089014565879463,0.6416044658887584,0.9056047284829796
0.6607929515418502,0.9073724007561437,0.6420830562134653,0.9095016881158644,0.6438236048695541,0.9061243064004026
0.6607929515418502,0.9073724007561437,0.6436376479007397,0.9086202706465453,0.6464035541344301,0.9066554525226623
0.6563876651982379,0.9073724007561437,0.6427429637320698,0.9061013211243941,0.6425957333413883,0.9044084428547761
0.6563876651982379,0.9073724007561437,0.6437441651738001,0.9105870233618192,0.6429802527356759,0.9061571017059655
0.6696035242290749,0.9073724007561437,0.6544022527219816,0.9059962006360375,0.6544870567495151,0.9045296015608282
0.6651982378854625,0.9073724007561437,0.647136088493316,0.9091535662223541,0.6490311289439809,0.906632588060648
0.6784140969162996,0.9073724007561437,0.6583154300082741,0.9079474472470194,0.6616900042350692,0.9061353634083272
0.6651982378854625,0.9073724007561437,0.6472449178010907,0.9073187733620612,0.6497294967406058,0.9062762177469288
0.6651982378854625,0.9073724007561437,0.6490787956887857,0.9093835606987718,0.6513629284339691,0.9059232024394523
0.6563876651982379,0.9073724007561437,0.6383742730273623,0.9078835808063653,0.6410961177337351,0.9061410629516631
0.6563876651982379,0.9073724007561437,0.636449074924816,0.9048604740824421,0.6405039388651245,0.9045926753369194
0.6563876651982379,0.9073724007561437,0.6399375378340191,0.9066474248841084,0.6417379594143223,0.9044742868258047
0.6563876651982379,0.9073724007561437,0.6402365077089801,0.9065024998490411,0.6414791861114405,0.9044773806667424
0.6651982378854625,0.9073724007561437,0.6472449178010907,0.9057471640275427,0.6497294967406058,0.905001591350333
0.6563876651982379,0.9073724007561437,0.6401853351908473,0.9081508471889437,0.6416126796370045,0.9055591223129784
0.6563876651982379,0.9073724007561437,0.6412377091507102,0.9083542542573393,0.6418637055057282,0.9057374103765344
0.6563876651982379,0.9073724007561437,0.6402365077089801,0.9090099554947431,0.6414791861114405,0.905618420120121
0.6696035242290749,0.9073724007561437,0.6495150496893283,0.9075175611317375,0.6531469714976332,0.9062716523278982
0.6607929515418502,0.9073724007561437,0.645677655497026,0.9098192502729365,0.6464385604109795,0.9061732389948907
0.6651982378854625,0.9073724007561437,0.6494475609728969,0.9088366938300876,0.6499791296334104,0.9056204632709128
0.6563876651982379,0.9073724007561437,0.6402365077089801,0.9065024998490411,0.6414791861114405,0.9044773806667424
0.6563876651982379,0.9073724007561437,0.6402365077089801,0.9096913374946494,0.6414791861114405,0.9061243083885689
0.6563876651982379,0.9073724007561437,0.6402365077089801,0.9095285196088491,0.6414791861114405,0.90575085507924
0.6563876651982379,0.9073724007561437,0.6427429637320698,0.9094534000637348,0.6425957333413883,0.9059475176136796
0.6607929515418502,0.9073724007561437,0.6422342538415485,0.9086800269245884,0.6445831819091078,0.9056281093143644
0.6563876651982379,0.9073724007561437,0.6396443993294624,0.9053799133511785,0.6412443453312363,0.9040048773786343
0.6563876651982379,0.9073724007561437,0.6399375378340191,0.9077921818616185,0.6417379594143223,0.9062534618311033
0.6651982378854625,0.9073724007561437,0.6461139094975688,0.9059193682831728,0.6482226034746436,0.904083893265901
0.6519823788546255,0.9073724007561437,0.6349593417765279,0.9085131336897331,0.6367682827221229,0.9056111507365705
0.6651982378854625,0.9073724007561437,0.6452171190633335,0.9095483627168939,0.6482082092479126,0.9060088116918584
0.6563876651982379,0.9073724007561437,0.6402365077089801,0.9067408226423336,0.6414791861114405,0.9045764319707374
0.6563876651982379,0.9073724007561437,0.6421357401929788,0.9095259768846384,0.642786332847057,0.90679405565219
0.6651982378854625,0.9073724007561437,0.6471151109392989,0.9095244442597941,0.6486071228689312,0.906107349810775
0.6651982378854625,0.9073724007561437,0.6419857373001272,0.9059404274533204,0.6471758560214917,0.9049934321213114
0.6607929515418502,0.9073724007561437,0.644625281537163,0.9085128818216158,0.646187534542256,0.9065476190622528
0.6651982378854625,0.9073724007561437,0.6461139094975688,0.9084456532020861,0.6482226034746436,0.9056250114970942
0.6607929515418502,0.9073724007561437,0.6481787212921092,0.9074082060871342,0.6475923258819257,0.9046159837962698
0.6651982378854625,0.9073724007561437,0.6442516748159509,0.9085131336897331,0.6478395350969381,0.9056111507365705
0.6651982378854625,0.9073724007561437,0.6471151109392989,0.9084903775458035,0.6486071228689312,0.9056281073261981
0.6651982378854625,0.9073724007561437,0.6442516748159509,0.9041834618067736,0.6478395350969381,0.9047385950636049
0.6784140969162996,0.9073724007561437,0.6592554657806564,0.9083404965677283,0.6617755046850715,0.9055591243011447
0.6651982378854625,0.9073724007561437,0.6477235750864232,0.9075064565211721,0.6493247564778604,0.9047283846638765
0.6563876651982379,0.9073724007561437,0.6402365077089801,0.9083484147981077,0.6414791861114405,0.9056737094175016
0.6563876651982379,0.9073724007561437,0.6383742730273623,0.9091925321233026,0.6410961177337351,0.9066755501763328
0.6696035242290749,0.9073724007561437,0.6486742954293881,0.9091429412024947,0.6524894366192845,0.9065987372149545
0.6563876651982379,0.9073724007561437,0.638126475670534,0.9085128818216158,0.6412213975110531,0.9065476190622528
0.6563876651982379,0.9073724007561437,0.6401853351908473,0.9085128818216158,0.6416126796370045,0.9065476190622528
0.6563876651982379,0.9073724007561437,0.6402365077089801,0.9086353025808709,0.6414791861114405,0.9056250134852604
0.6563876651982379,0.9073724007561437,0.6412377091507102,0.9083542542573393,0.6418637055057282,0.9057374103765344
0.6607929515418502,0.9073724007561437,0.6471775198503792,0.9101902657419522,0.647207806487638,0.9060933812929861
