Acuracia_Teste,Acuracia_Treino,Precisao_Teste,Precisao_Treino,F1_Teste,F1_Treino
0.7312775330396476,0.8185255198487713,0.7319911810542336,0.8270831407203738,0.728704097131426,0.8167717280692635
0.762114537444934,0.8071833648393195,0.7770450521787841,0.8288949286562192,0.7533570863181673,0.7990279567809386
0.7577092511013216,0.8223062381852552,0.7756414877567072,0.8284644039585591,0.7560351644400785,0.8191501298463164
0.7180616740088106,0.8185255198487713,0.7598897006290226,0.8326863665944517,0.707769909120745,0.8115807769421757
0.73568281938326,0.8279773156899811,0.7519207215974008,0.8360317733096561,0.7366318445157499,0.8224883787916044
0.748898678414097,0.8223062381852552,0.7560029708076217,0.8287969525115371,0.7487567742269698,0.8187824000577366
0.7444933920704846,0.8052930056710775,0.7746579682007458,0.8225220786978523,0.7390101993308233,0.7962527420291496
0.7092511013215859,0.8090737240075614,0.7139181084364634,0.8206552934648311,0.7058068373516134,0.8026110329111646
0.788546255506608,0.8052930056710775,0.792515746168129,0.8151214023340576,0.7869844723518211,0.8014433889476428
0.7577092511013216,0.8298676748582231,0.7588407824249984,0.8421575401638658,0.7545154449057525,0.8264229394236665
0.775330396475771,0.8071833648393195,0.780696233977013,0.8243116421183396,0.7703886349802432,0.8032513783730963
0.7533039647577092,0.8128544423440454,0.7524073661181977,0.8204266294783437,0.7454062224633328,0.8100256560978863
0.7400881057268722,0.8223062381852552,0.7475976015836752,0.8372230693316015,0.7299889716207586,0.819840083822315
0.7400881057268722,0.8298676748582231,0.7417054269173363,0.8389707570350288,0.7356163949735074,0.8284341766030673
0.73568281938326,0.8090737240075614,0.7405990166923713,0.8288660613583808,0.7294868952381465,0.802265980662564
0.7973568281938326,0.7958412098298677,0.7968355677606778,0.8013018554687448,0.7960295278862938,0.7931537838719823
0.801762114537445,0.7958412098298677,0.8109715647735184,0.8126941492391333,0.7982954258235617,0.7880126541235349
0.801762114537445,0.7977315689981096,0.8169188822376738,0.8153601146907693,0.794853790298162,0.7898588272522371
0.7709251101321586,0.8090737240075614,0.7730572261935561,0.8220163933618599,0.7715935272160638,0.8067943876233633
0.7709251101321586,0.8128544423440454,0.7737831158957788,0.8228580788304323,0.768989459629713,0.8104366929698836
0.7709251101321586,0.8052930056710775,0.7694785661749876,0.8198521443357693,0.7688819727290839,0.8037153867838929
0.7136563876651982,0.8260869565217391,0.7412882169566936,0.8398993163216062,0.6984085154507808,0.8192943228365092
0.7400881057268722,0.8279773156899811,0.7517345233703385,0.83972967984146,0.7401956877327323,0.8237396935337352
0.748898678414097,0.8223062381852552,0.7529282722443328,0.8303481577537913,0.7484119855087964,0.8194828551231005
0.7797356828193832,0.8034026465028355,0.7869850838550119,0.8230780337951559,0.7715136831398951,0.7965810645730154
0.7444933920704846,0.8223062381852552,0.7475974601785418,0.831770698841539,0.7385863737445929,0.8195309302653462
0.7709251101321586,0.8298676748582231,0.7794253898328788,0.8424472006139279,0.7685510369062077,0.8257912269974835
0.7180616740088106,0.8185255198487713,0.7328244874241246,0.8297894785734057,0.7062616043686379,0.8134045179638484
0.7224669603524229,0.8128544423440454,0.7437885462555066,0.8399023768714307,0.7185896146766838,0.8030040229058186
0.7665198237885462,0.8090737240075614,0.768949922592364,0.8175125304239647,0.7595160269385067,0.8052079739182816
0.7577092511013216,0.8204158790170132,0.7622662943563773,0.8323147132220855,0.7500305890973612,0.8160525853342488
0.7577092511013216,0.8166351606805293,0.7825433162472694,0.8432263659221465,0.7479958334182686,0.808396878256596
0.7312775330396476,0.8185255198487713,0.7363698894814128,0.8309909704981991,0.727035138578352,0.8135191448547754
0.73568281938326,0.833648393194707,0.7350264870332456,0.8508386244720595,0.7336186405161336,0.8302500867426565
0.7841409691629956,0.8109640831758034,0.7981683025191966,0.8273713762108797,0.7769111832026266,0.806099622891113
0.7136563876651982,0.8431001890359168,0.7439813245980647,0.8580167899411825,0.7059942725315183,0.835938304381274
0.748898678414097,0.8185255198487713,0.757568377445889,0.8399767623703102,0.7430624487074527,0.8124813313655858
0.7665198237885462,0.8241965973534972,0.7737477649771299,0.8361543733677846,0.7584055438631708,0.8219530177020685
0.7533039647577092,0.8147448015122873,0.7925568137305121,0.8300596358883,0.7425242350917868,0.8095645865699832
0.748898678414097,0.8204158790170132,0.7613018066821251,0.8404844662421344,0.7448251112678986,0.8125768225507498
0.762114537444934,0.833648393194707,0.7804350597544951,0.8443056303393922,0.7585343603618729,0.8288526041547586
0.7973568281938326,0.8015122873345936,0.8235558185299869,0.8176968743270371,0.7914261623589853,0.7956128713227362
0.7312775330396476,0.833648393194707,0.740788940091088,0.8428001269317651,0.7316857854768701,0.8313767070180902
0.775330396475771,0.8090737240075614,0.8055187074661725,0.8271461995530148,0.7668748428702848,0.802343511436643
0.7841409691629956,0.8166351606805293,0.8008032548985053,0.824964535959923,0.7794052647159939,0.812596613529926
0.73568281938326,0.8128544423440454,0.7341526060313819,0.8235840774566185,0.7346110036093156,0.8091703135890481
0.7444933920704846,0.8204158790170132,0.7521636464367741,0.8336126038876237,0.741294662093784,0.8164687709425604
0.7577092511013216,0.8052930056710775,0.7665373050835605,0.8165650194476668,0.7612570801430638,0.8030643349393705
0.7444933920704846,0.8052930056710775,0.7859576769300565,0.8330109292861263,0.7344236138811326,0.7961840345865457
0.7533039647577092,0.8185255198487713,0.7576354679802956,0.8317958132936121,0.749860630782443,0.8149130772811876
0.7973568281938326,0.7996219281663516,0.8137474800268798,0.8068231827807908,0.7959168728647577,0.7945779071772564
0.73568281938326,0.8298676748582231,0.745535221928421,0.8430817532373098,0.7314333728728744,0.8269712550164559
0.748898678414097,0.8128544423440454,0.7561946837719498,0.837684894150887,0.7435314135892502,0.8047714931567509
0.7444933920704846,0.8355387523629489,0.7529172669541112,0.8461072830067905,0.7423051501701979,0.8315938274869187
0.7929515418502202,0.8071833648393195,0.810219644297056,0.8176987271405401,0.7886194698355018,0.8033778819386477
0.7092511013215859,0.8260869565217391,0.7166393106128647,0.8302298587181484,0.709858780547668,0.8255607008140875
